#      PDOS
3.7755440e+02  3.9814875e-01  
3.7929091e+02  3.9064559e-01  
3.8102742e+02  3.7056364e-01  
3.8276392e+02  4.0896250e-01  
3.8450043e+02  3.6137925e-01  
3.8623694e+02  3.8332193e-01  
3.8797344e+02  3.7082857e-01  
3.8970995e+02  3.4133763e-01  
3.9144646e+02  3.1483333e-01  
3.9318297e+02  3.1159774e-01  
3.9491947e+02  5.3886250e-01  
3.9665598e+02  4.1180000e-01  
3.9839249e+02  3.3903750e-01  
4.0012899e+02  3.7737692e-01  
4.0186550e+02  3.9964773e-01  
4.0360201e+02  4.2354848e-01  
4.0533852e+02  3.7428000e-01  
4.0707502e+02  4.1435000e-01  
4.0881153e+02  4.1868846e-01  
4.1054804e+02  4.0523696e-01  
4.1228454e+02  4.6292931e-01  
4.1402105e+02  4.0109700e-01  
4.1575756e+02  3.8742121e-01  
4.1749407e+02  4.2400864e-01  
4.1923057e+02  4.6968152e-01  
4.2096708e+02  3.9937857e-01  
4.2270359e+02  4.1032000e-01  
4.2444010e+02  4.4133000e-01  
4.2617660e+02  4.2675833e-01  
4.2791311e+02  4.2754242e-01  
4.2964962e+02  4.8693750e-01  
4.3138612e+02  4.3706500e-01  
4.3312263e+02  3.6348558e-01  
4.3485914e+02  3.5895175e-01  
4.3659565e+02  3.6905625e-01  
4.3833215e+02  4.1128955e-01  
4.4006866e+02  4.6930962e-01  
4.4180517e+02  3.9545104e-01  
4.4354167e+02  3.9561389e-01  
4.4527818e+02  3.0927683e-01  
4.4701469e+02  4.2518264e-01  
4.4875120e+02  4.5166694e-01  
4.5048770e+02  4.2636136e-01  
4.5222421e+02  4.4374459e-01  
4.5396072e+02  4.7954800e-01  
4.5569722e+02  4.5067467e-01  
4.5743373e+02  4.8424687e-01  
4.5917024e+02  5.0074706e-01  
4.6090675e+02  6.1269524e-01  
